permutation,layer,projected_trait,g_1,g_3
403,32,fairness,0.007281815035211519,0.02153186301791463
403,32,compassion,0.0,0.0
403,40,honesty,0.020041104419129405,0.057806308719138826
403,40,harmlessness,0.0,0.0
403,40,fairness,0.0,0.0
403,40,compassion,0.010098799103973185,0.029696597370095217
403,47,honesty,0.05956429394197605,0.15967144773220437
403,47,harmlessness,0.0,0.0
403,47,fairness,0.0,0.0
403,47,compassion,0.0,0.0
404,32,honesty,0.0,0.0
404,32,harmlessness,0.0,0.0
404,32,fairness,0.0,0.0
404,32,compassion,0.04761963894233644,0.13043626147422752
404,40,honesty,0.0053756982524500296,0.015955550309518573
404,40,harmlessness,0.012765942082316099,0.037344354513311466
404,40,fairness,0.0067623543779381365,0.020016347858669598
404,40,compassion,0.024559822993812038,0.07022980578356766
404,47,honesty,0.014730840126203596,0.04292779539669267
404,47,harmlessness,0.027494684226404303,0.07818472407942807
404,47,fairness,0.03892135251626316,0.10833125928635928
404,47,compassion,0.0,0.0
405,32,honesty,0.0,0.0
405,32,harmlessness,0.0,0.0
405,32,fairness,0.04437267793147133,0.12226737232684151
405,32,compassion,0.03486739919144559,0.09778329893770213
405,40,honesty,0.027587268134827297,0.07843423202484459
405,40,harmlessness,0.04767613620830999,0.1305775431582149
405,40,fairness,0.02700111972219136,0.0768531186511283
405,40,compassion,0.0,0.0
405,47,honesty,0.0,0.0
405,47,harmlessness,0.0,0.0
405,47,fairness,0.0,0.0
405,47,compassion,0.0,0.0
406,32,honesty,0.0,0.0
406,32,harmlessness,0.004533329615764072,0.013477790315309318
406,32,fairness,0.0036881387080372847,0.010983399522264053
406,32,compassion,0.0,0.0
406,40,honesty,0.0,0.0
406,40,harmlessness,0.0,0.0
406,40,fairness,0.0,0.0
406,40,compassion,0.0,0.0
406,47,honesty,0.0,0.0
406,47,harmlessness,0.0,0.0
406,47,fairness,0.0033190692930711693,0.009891546423224882
406,47,compassion,0.0,0.0
407,32,honesty,0.0,0.0
407,32,harmlessness,0.0,0.0
407,32,fairness,0.0,0.0
407,32,compassion,0.04792513199168109,0.1311998552178349
407,40,honesty,0.014351762493413538,0.04185393209456724
407,40,harmlessness,0.029451442403313623,0.08343949995572615
407,40,fairness,0.005974675439304579,0.017712374934922864
407,40,compassion,0.0,0.0
407,47,honesty,0.0,0.0
407,47,harmlessness,0.0,0.0
407,47,fairness,0.0,0.0
407,47,compassion,0.0,0.0
408,32,honesty,0.0,0.0
408,32,harmlessness,0.05319872297083724,0.14424849722666938
408,32,fairness,0.005513056464987021,0.01635879546872456
408,32,compassion,0.0,0.0
408,40,honesty,0.0015114129424847835,0.00452057391959528
408,40,harmlessness,0.0,0.0
408,40,fairness,0.0,0.0
408,40,compassion,0.026625912727509877,0.07583916424547502
408,47,honesty,0.0,0.0
408,47,harmlessness,0.0,0.0
408,47,fairness,0.01222955620140213,0.03581272123018695
408,47,compassion,0.0,0.0
409,32,honesty,0.0,0.0
409,32,harmlessness,0.00732071715615251,0.02164523419383405
409,32,fairness,0.03933078074950209,0.10938773240842435
409,32,compassion,0.0,0.0
409,40,honesty,0.0,0.0
409,40,harmlessness,0.011339858748061288,0.0332651324380185
409,40,fairness,0.007080065080364514,0.02094363070428266
409,40,compassion,0.0,0.0
409,47,honesty,0.0,0.0
409,47,harmlessness,0.024627043408224296,0.07041300210594013
409,47,fairness,0.0,0.0
409,47,compassion,0.0,0.0
410,32,honesty,0.024453007636610274,0.06993860445229896
410,32,harmlessness,0.009397066000052924,0.02767114288812555
410,32,fairness,0.018485062074226184,0.05347809443229399
410,32,compassion,0.0,0.0
410,40,honesty,0.02962197051554374,0.08389560525607305
410,40,harmlessness,0.0011639430527819036,0.0034837194562278755
410,40,fairness,0.03710045787066454,0.10361318071971866
410,40,compassion,0.031206291394347888,0.0881191315875667
410,47,honesty,0.04825751589714162,0.1320296972623587
410,47,harmlessness,0.0,0.0
410,47,fairness,0.0,0.0
410,47,compassion,0.0,0.0
411,32,honesty,0.03149780191634071,0.08889350568179365
411,32,harmlessness,0.0,0.0
411,32,fairness,0.025041078937186045,0.07154034210392289
411,32,compassion,0.022755251300985775,0.06529418282558017
411,40,honesty,0.0,0.0
411,40,harmlessness,0.03855735083304272,0.10739065423599378
411,40,fairness,0.0,0.0
411,40,compassion,0.02726336526380493,0.07756095073141756
411,47,honesty,0.07623842918869068,0.19845542745915914
411,47,harmlessness,0.0,0.0
411,47,fairness,0.0,0.0
411,47,compassion,0.0,0.0
412,32,honesty,0.009022552178362541,0.026587875546232247
412,32,harmlessness,0.00583190936744365,0.017294013859475398
412,32,fairness,0.03169423270276868,0.08941482929480994
412,32,compassion,0.0,0.0
412,40,honesty,0.03252323019892231,0.09161073645587263
412,40,harmlessness,0.0,0.0
412,40,fairness,0.012916607361752293,0.03777399827680683
412,40,compassion,0.0,0.0
412,47,honesty,0.024122517004899743,0.06903686510955864
412,47,harmlessness,0.0,0.0
412,47,fairness,0.0,0.0
412,47,compassion,0.01996324816304993,0.0575903630696314
413,32,honesty,0.0,0.0
413,32,harmlessness,0.020542406052871567,0.05919519470653389
413,32,fairness,0.05563242983672435,0.15018677865798502
413,32,compassion,0.0011760580959085986,0.0035198950855016894
413,40,honesty,0.005523715017963412,0.016390076826862013
413,40,harmlessness,0.0,0.0
413,40,fairness,0.0,0.0
413,40,compassion,0.002530712814498596,0.007553904915557179
413,47,honesty,0.0,0.0
413,47,harmlessness,0.011863076409853603,0.03476440367527524
413,47,fairness,0.0,0.0
413,47,compassion,0.00011277695341093456,0.0003382545655940336
414,32,honesty,0.0048876453282472344,0.01452098909571134
414,32,harmlessness,0.03016920939421837,0.08535730345984338
414,32,fairness,0.0,0.0
414,32,compassion,0.03310788518929799,0.09315530526492376
414,40,honesty,0.0,0.0
414,40,harmlessness,0.0,0.0
414,40,fairness,0.03476165234727926,0.09750601654409033
414,40,compassion,0.007944212884242583,0.023459897807871142
414,47,honesty,0.0523710210516418,0.14221696755181218
414,47,harmlessness,0.0,0.0
414,47,fairness,0.021453317499720563,0.06171209419834228
414,47,compassion,0.019724385737731595,0.05692743965554015
415,32,honesty,0.0,0.0
415,32,harmlessness,0.04719380551513249,0.12937044893272467
415,32,fairness,0.030743168426314412,0.08688713370763611
415,32,compassion,0.0,0.0
415,40,honesty,0.0,0.0
415,40,harmlessness,0.0,0.0
415,40,fairness,0.002623912059960531,0.007830642346103237
415,40,compassion,0.0,0.0
415,47,honesty,0.0,0.0
415,47,harmlessness,0.0,0.0
415,47,fairness,0.04944156926737844,0.1349776901663178
415,47,compassion,0.04342918534267911,0.11987537616872727
416,32,honesty,0.0,0.0
416,32,harmlessness,0.0,0.0
416,32,fairness,0.0,0.0
416,32,compassion,0.04079750254323622,0.11315927593427032
416,40,honesty,0.0,0.0
416,40,harmlessness,0.005348618056290197,0.01587602458535195
416,40,fairness,0.038456423329614776,0.10712962552795226
416,40,compassion,0.004193639286192355,0.012476275857415009
416,47,honesty,0.006700568418005408,0.019835881886591068
416,47,harmlessness,0.0020046092447480904,0.005989813264156983
416,47,fairness,0.0,0.0
416,47,compassion,0.0,0.0
417,32,honesty,0.0,0.0
417,32,harmlessness,0.0005560211889764751,0.001666210670053728
417,32,fairness,0.0,0.0
417,32,compassion,0.004431811257554283,0.013178623429316624
417,40,honesty,0.0,0.0
417,40,harmlessness,0.015575857878478767,0.045315905430205375
417,40,fairness,0.007187335090644112,0.02125645080242273
417,40,compassion,0.06554684884086158,0.17384991793837856
417,47,honesty,0.03373445748803057,0.09480685670960384
417,47,harmlessness,0.0,0.0
417,47,fairness,0.07567722176696971,0.1971865975555396
417,47,compassion,0.0,0.0
418,32,honesty,0.0,0.0
418,32,harmlessness,0.0,0.0
418,32,fairness,0.0,0.0
418,32,compassion,0.029440239508401318,0.0834095256975669
418,40,honesty,0.0,0.0
418,40,harmlessness,0.013503115763114882,0.03944411050860311
418,40,fairness,0.0,0.0
418,40,compassion,0.0,0.0
418,47,honesty,0.0038868491735091788,0.011570601157435969
418,47,harmlessness,0.0,0.0
418,47,fairness,0.018136235781888117,0.05250424848549673
418,47,compassion,0.1042580419392493,0.25880840974326125
419,32,honesty,0.007870017717524542,0.023244188797246
419,32,harmlessness,0.0,0.0
419,32,fairness,0.0,0.0
419,32,compassion,0.0034695498277163964,0.010336920561244422
419,40,honesty,0.0,0.0
419,40,harmlessness,0.0,0.0
419,40,fairness,0.024894824758859138,0.07114232295097218
419,40,compassion,0.03950407198734694,0.10983440358984012
419,47,honesty,0.006179880391508073,0.018313293250795167
419,47,harmlessness,0.0,0.0
419,47,fairness,0.0,0.0
419,47,compassion,0.011360293968865254,0.03332374678730024
420,32,honesty,0.024919560531780117,0.07120965497990263
420,32,harmlessness,0.0,0.0
420,32,fairness,0.03904019026408461,0.10863806902308577
420,32,compassion,0.0,0.0
420,40,honesty,0.0,0.0
420,40,harmlessness,0.0,0.0
420,40,fairness,0.037623400701922,0.10497143721646274
420,40,compassion,0.025334951604367502,0.07233942323938705
420,47,honesty,0.0005288079271498384,0.001584747727128239
420,47,harmlessness,0.0022928709602999015,0.006847213327703564
420,47,fairness,0.023418702501616272,0.0671127217742395
420,47,compassion,0.0,0.0
421,32,honesty,0.0,0.0
421,32,harmlessness,0.0,0.0
421,32,fairness,0.0,0.0
421,32,compassion,0.0,0.0
421,40,honesty,0.0,0.0
421,40,harmlessness,0.0,0.0
421,40,fairness,0.02403040643417476,0.06878533995105102
421,40,compassion,0.0,0.0
421,47,honesty,0.02479817521177167,0.07087917712870724
421,47,harmlessness,0.00703513124346141,0.020812555609928854
421,47,fairness,0.0,0.0
421,47,compassion,0.002678399391711906,0.007992384579145497
422,32,honesty,0.006413123979485698,0.018995728020702384
422,32,harmlessness,0.03968584469116894,0.11030262813511124
422,32,fairness,0.0,0.0
422,32,compassion,0.019425372060471336,0.056096716983849534
422,40,honesty,0.0,0.0
422,40,harmlessness,0.0,0.0
422,40,fairness,0.061049670573356744,0.16321996190899077
422,40,compassion,0.0,0.0
422,47,honesty,0.0,0.0
422,47,harmlessness,0.03331926414667141,0.09371290253311029
422,47,fairness,0.0,0.0
422,47,compassion,0.03686590283160058,0.10300310367214088
423,32,honesty,0.0,0.0
423,32,harmlessness,0.0,0.0
423,32,fairness,0.0,0.0
423,32,compassion,0.031514434296191225,0.08893766263729402
423,40,honesty,0.0,0.0
423,40,harmlessness,0.0,0.0
423,40,fairness,0.0,0.0
423,40,compassion,0.040245002894092885,0.11174097681191043
423,47,honesty,0.0,0.0
423,47,harmlessness,0.0,0.0
423,47,fairness,0.04492683837333499,0.12366845017428328
423,47,compassion,0.0,0.0
424,32,honesty,0.01551520034204497,0.04514474160534146
424,32,harmlessness,0.010923970953952655,0.03207122265243213
424,32,fairness,0.023929019299602172,0.06850838114939001
424,32,compassion,0.02820118030303536,0.0800864746842936
424,40,honesty,0.01707304006683292,0.049527935351143595
424,40,harmlessness,0.0,0.0
424,40,fairness,0.007187741992366648,0.021257637154630284
424,40,compassion,0.021440711660504538,0.061677323560604486
424,47,honesty,0.0,0.0
424,47,harmlessness,0.04833962590926978,0.13223454121826014
424,47,fairness,0.015690192698932865,0.0456384266786697
424,47,compassion,0.008551911071207634,0.02522430125135306
425,32,honesty,0.026090430528139443,0.07438957928377654
425,32,harmlessness,0.0,0.0
425,32,fairness,0.04838778680012035,0.13235466206076452
425,32,compassion,0.004923220510303105,0.01462565092172062
425,40,honesty,0.0,0.0
425,40,harmlessness,0.006930541215363383,0.02050736930965171
425,40,fairness,0.025180114699252028,0.07191851136729994
425,40,compassion,0.0,0.0
425,47,honesty,0.0,0.0
425,47,harmlessness,0.0011503314504818884,0.003443073001126663
425,47,fairness,0.032096366359917215,0.09048088388431166
425,47,compassion,0.0,0.0
426,32,honesty,0.04584455618384118,0.12598244957599433
426,32,harmlessness,0.0,0.0
426,32,fairness,0.02761003743920972,0.0784955804855899
426,32,compassion,0.0151202368737849,0.044029245382247534
426,40,honesty,0.0,0.0
426,40,harmlessness,0.0,0.0
426,40,fairness,0.0,0.0
426,40,compassion,0.035495164457739516,0.09942712879681122
426,47,honesty,0.0,0.0
426,47,harmlessness,0.0,0.0
426,47,fairness,0.02017164532848977,0.05816823785853799
426,47,compassion,0.008959282788043345,0.02640471376894343
427,32,honesty,0.0,0.0
427,32,harmlessness,0.0,0.0
427,32,fairness,0.016190273690436945,0.0470474004905787
427,32,compassion,0.0,0.0
427,40,honesty,0.002763001521137607,0.008243451226854378
427,40,harmlessness,0.023193161343962772,0.06649502437412852
427,40,fairness,0.0,0.0
427,40,compassion,0.0,0.0
427,47,honesty,0.0,0.0
427,47,harmlessness,0.029323898197456115,0.0830981700353456
427,47,fairness,0.0,0.0
427,47,compassion,0.0035931254436313183,0.010702465727066924
428,32,honesty,0.04354704757698717,0.12017464110359068
428,32,harmlessness,0.016243628556973245,0.04719756620254513
428,32,fairness,0.01396976915369482,0.04077020670893984
428,32,compassion,0.0,0.0
428,40,honesty,0.00519464823813925,0.015423703288194547
428,40,harmlessness,0.0,0.0
428,40,fairness,0.0,0.0
428,40,compassion,0.03882916178623877,0.10809315235700676
428,47,honesty,0.014649611820454768,0.04269782241349158
428,47,harmlessness,0.0,0.0
428,47,fairness,0.0,0.0
428,47,compassion,0.0,0.0
429,32,honesty,0.01849145410259531,0.05349592733770408
429,32,harmlessness,0.0,0.0
429,32,fairness,0.0,0.0
429,32,compassion,0.0,0.0
429,40,honesty,0.0,0.0
429,40,harmlessness,0.022014353866142335,0.06325789809159359
429,40,fairness,0.029941299842872176,0.08474891422432008
429,40,compassion,0.03963281485535294,0.1101660622676636
429,47,honesty,0.0,0.0
429,47,harmlessness,0.0,0.0
429,47,fairness,0.0,0.0
429,47,compassion,0.009316974917337467,0.027439616318058968
430,32,honesty,0.039372911307844066,0.10949635349421229
430,32,harmlessness,0.0,0.0
430,32,fairness,0.0,0.0
430,32,compassion,0.0,0.0
430,40,honesty,0.013402466841095638,0.039157778857860065
430,40,harmlessness,0.0,0.0
430,40,fairness,0.0,0.0
430,40,compassion,0.0,0.0
430,47,honesty,0.0,0.0
430,47,harmlessness,0.0,0.0
430,47,fairness,0.018610549742854896,0.05382810787039326
430,47,compassion,0.0,0.0
431,32,honesty,0.0009732002781817237,0.0029139291612045987
431,32,harmlessness,0.01698413288145433,0.04927849367482085
431,32,fairness,0.0,0.0
431,32,compassion,7.547477479924942e-06,2.2642090658436136e-05
431,40,honesty,0.0299952310777972,0.08489292729143703
431,40,harmlessness,0.0,0.0
431,40,fairness,0.0,0.0
431,40,compassion,0.0,0.0
431,47,honesty,0.010848886300711498,0.03185546623955629
431,47,harmlessness,0.0,0.0
431,47,fairness,0.0,0.0
431,47,compassion,0.005936566276965328,0.017600723112338165
432,32,honesty,0.0,0.0
432,32,harmlessness,0.0,0.0
432,32,fairness,0.0,0.0
432,32,compassion,0.0,0.0
432,40,honesty,0.02228139964980312,0.06399251341731614
432,40,harmlessness,0.042779079855059014,0.11822235263695827
432,40,fairness,0.0,0.0
432,40,compassion,0.025859634948832567,0.0737638902955979
432,47,honesty,0.0,0.0
432,47,harmlessness,0.0,0.0
432,47,fairness,0.045288938763361944,0.12458240634608553
432,47,compassion,0.0004744142344069344,0.001421893570121848
433,32,honesty,0.0,0.0
433,32,harmlessness,0.011149616023976601,0.03271923427441332
433,32,fairness,0.012340518369136176,0.0361298333628328
433,32,compassion,0.0,0.0
433,40,honesty,0.0,0.0
433,40,harmlessness,0.0,0.0
433,40,fairness,0.025451788788987618,0.07265687166365882
433,40,compassion,0.00471253119018073,0.014005590011014611
433,47,honesty,0.0,0.0
433,47,harmlessness,0.0,0.0
433,47,fairness,0.0,0.0
433,47,compassion,0.0,0.0
434,32,honesty,0.0,0.0
434,32,harmlessness,0.029622579286155453,0.08389723298640848
434,32,fairness,0.04458721135098956,0.12281011311405782
434,32,compassion,0.0,0.0
434,40,honesty,0.011299368878418604,0.03314898149553203
434,40,harmlessness,0.03201312776921043,0.090260351008945
434,40,fairness,0.002604987152048731,0.007774456736321639
434,40,compassion,0.0,0.0
434,47,honesty,0.07129186196878637,0.18718592031864495
434,47,harmlessness,0.0,0.0
434,47,fairness,0.0,0.0
434,47,compassion,0.0,0.0
435,32,honesty,0.0,0.0
435,32,harmlessness,0.0,0.0
435,32,fairness,0.008465592044067214,0.024973937794005713
435,32,compassion,0.0,0.0
435,40,honesty,0.050566600367857206,0.13776698495896272
435,40,harmlessness,0.0,0.0
435,40,fairness,0.08293723608748786,0.21341209040995424
435,40,compassion,0.0157244016968369,0.04573489729718177
435,47,honesty,0.0,0.0
435,47,harmlessness,0.0,0.0
435,47,fairness,0.0,0.0
435,47,compassion,0.020820929889017577,0.059965706140460796
436,32,honesty,0.018016203333844093,0.05216884110350865
436,32,harmlessness,0.0,0.0
436,32,fairness,0.037316722683408673,0.1041752129834492
436,32,compassion,0.0,0.0
436,40,honesty,0.010799471062072082,0.03171343650655348
436,40,harmlessness,0.025604122822644713,0.07307055360927318
436,40,fairness,0.01964208345345401,0.05669888201581758
436,40,compassion,0.0,0.0
436,47,honesty,0.04722181813909337,0.1294406123087653
436,47,harmlessness,0.0,0.0
436,47,fairness,0.0,0.0
436,47,compassion,0.0,0.0
437,32,honesty,0.0,0.0
437,32,harmlessness,0.05999866585203862,0.1607110949829244
437,32,fairness,0.0,0.0
437,32,compassion,0.0,0.0
437,40,honesty,0.0,0.0
437,40,harmlessness,0.022209620683896956,0.06379513074120723
437,40,fairness,0.01434037140789169,0.041821638563889506
437,40,compassion,0.0,0.0
437,47,honesty,0.0,0.0
437,47,harmlessness,0.026455751036086002,0.07537884518505124
437,47,fairness,0.0,0.0
437,47,compassion,0.0,0.0
438,32,honesty,0.0,0.0
438,32,harmlessness,0.004226746697490754,0.012573946320304714
438,32,fairness,0.05110018649093306,0.13908592596286606
438,32,compassion,0.02814851530140798,0.07994488619932207
438,40,honesty,0.00024841453295496,0.0007448735240477063
438,40,harmlessness,0.036522842464513476,0.10210984390733324
438,40,fairness,0.0,0.0
438,40,compassion,0.0,0.0
438,47,honesty,0.0008955376103734802,0.0026818095085628904
438,47,harmlessness,0.0,0.0
438,47,fairness,0.061632548043603616,0.16460730843937474
438,47,compassion,0.0,0.0
439,32,honesty,0.06026555487626438,0.16134908085570457
439,32,harmlessness,0.0,0.0
439,32,fairness,0.0,0.0
439,32,compassion,0.04487023593851266,0.12352547353194797
439,40,honesty,0.0,0.0
439,40,harmlessness,0.002426221281806051,0.007243515104415322
439,40,fairness,0.0,0.0
439,40,compassion,0.0,0.0
439,47,honesty,0.0,0.0
439,47,harmlessness,0.0,0.0
439,47,fairness,0.0,0.0
439,47,compassion,0.0,0.0
440,32,honesty,0.0,0.0
440,32,harmlessness,0.0,0.0
440,32,fairness,0.01550722908951861,0.04512224527939381
440,32,compassion,0.01563208375615592,0.04547452800730409
440,40,honesty,0.0,0.0
440,40,harmlessness,0.0,0.0
440,40,fairness,0.013031596057326013,0.038101735324318695
440,40,compassion,0.018769494858322047,0.054271198608492
440,47,honesty,0.06259531380568241,0.16689255741108744
440,47,harmlessness,0.0,0.0
440,47,fairness,0.0,0.0
440,47,compassion,0.0,0.0
441,32,honesty,0.06486605223784761,0.17225159481845048
441,32,harmlessness,0.06907589417973174,0.18207385399613002
441,32,fairness,0.0,0.0
441,32,compassion,0.0,0.0
441,40,honesty,0.0,0.0
441,40,harmlessness,0.0035719667146750646,0.010639889481871063
441,40,fairness,0.01224328562615822,0.035851965178593466
441,40,compassion,0.01856675960656229,0.05370598653676413
441,47,honesty,0.0,0.0
441,47,harmlessness,0.012204710599675825,0.03574169764678717
441,47,fairness,0.0,0.0
441,47,compassion,0.019975614447398014,0.05762466707778311
442,32,honesty,0.03209897584517964,0.09048779635647863
442,32,harmlessness,0.014726100172977919,0.04291437767007276
442,32,fairness,0.0,0.0
442,32,compassion,0.026924259885984403,0.07664553125285099
442,40,honesty,0.05842485157655579,0.1569365638320258
442,40,harmlessness,0.02999664239369258,0.08489669554758361
442,40,fairness,0.02133685021372339,0.06139077893201764
442,40,compassion,0.00239895353915785,0.0071624956289967805
442,47,honesty,0.031899761730255084,0.08995988725343487
442,47,harmlessness,0.0,0.0
442,47,fairness,0.02774698500326543,0.07886445339832802
442,47,compassion,0.0,0.0
443,32,honesty,0.0,0.0
443,32,harmlessness,0.01088837288035898,0.03196893918030753
443,32,fairness,0.030991576168445084,0.0875482142073014
443,32,compassion,0.0,0.0
443,40,honesty,0.05268436534435357,0.14298676237619343
443,40,harmlessness,0.0,0.0
443,40,fairness,0.004387860396061126,0.013049066226382732
443,40,compassion,0.023639200368245294,0.0677160925450803
443,47,honesty,0.0407147492410054,0.11294702788713326
443,47,harmlessness,0.04498090385729975,0.1238049907958181
443,47,fairness,0.0,0.0
443,47,compassion,0.048736028061421216,0.13322260313468817
444,32,honesty,0.002170284463490739,0.006482714720394387
444,32,harmlessness,0.006988061892072935,0.020675226156194618
444,32,fairness,0.0,0.0
444,32,compassion,0.0,0.0
444,40,honesty,0.0,0.0
444,40,harmlessness,0.0,0.0
444,40,fairness,0.0,0.0
444,40,compassion,0.0,0.0
444,47,honesty,0.05247319309529352,0.14246807017361293
444,47,harmlessness,0.0,0.0
444,47,fairness,0.0,0.0
444,47,compassion,0.004341546257021607,0.012912518181108987
445,32,honesty,0.0,0.0
445,32,harmlessness,0.03332015277041394,0.09371524570371265
445,32,fairness,0.0,0.0
445,32,compassion,0.07149252362650929,0.18764687376706313
445,40,honesty,0.003742398228693793,0.011143785718215792
445,40,harmlessness,0.0,0.0
445,40,fairness,0.0004702568264095988,0.0014094448770790074
445,40,compassion,0.050319535373328395,0.13715541282536625
445,47,honesty,0.04074482500041522,0.11302417457360947
445,47,harmlessness,0.0,0.0
445,47,fairness,0.023119126975580953,0.06629214776348681
445,47,compassion,0.029341919125231136,0.08314640707197456
446,32,honesty,0.0,0.0
446,32,harmlessness,0.0,0.0
446,32,fairness,0.010251486586713553,0.030136570464370578
446,32,compassion,0.0,0.0
446,40,honesty,0.0,0.0
446,40,harmlessness,0.0,0.0
446,40,fairness,0.0,0.0
446,40,compassion,0.0,0.0
446,47,honesty,0.0,0.0
446,47,harmlessness,0.020110605945523493,0.057999026694419725
446,47,fairness,0.0,0.0
446,47,compassion,0.02415106336453321,0.06911479834508162
447,32,honesty,0.0045806745784089395,0.013617271159570926
447,32,harmlessness,0.0446212221447345,0.12289611659553441
447,32,fairness,0.0,0.0
447,32,compassion,0.0432857698444611,0.11951105361231947
447,40,honesty,1.586928969562195e-05,4.760635812868886e-05
447,40,harmlessness,0.04737269814200567,0.12981839878790147
447,40,fairness,0.037954317965775614,0.10582957520249028
447,40,compassion,0.0,0.0
447,47,honesty,0.0,0.0
447,47,harmlessness,0.057045422200613434,0.15361069293574373
447,47,fairness,0.0,0.0
447,47,compassion,0.0,0.0
448,32,honesty,0.02014371567558566,0.05809081721603262
448,32,harmlessness,0.021028716219571232,0.06053999203388246
448,32,fairness,0.0,0.0
448,32,compassion,0.0,0.0
448,40,honesty,0.011986391837392722,0.03511731569967081
448,40,harmlessness,0.0,0.0
448,40,fairness,0.013925933097770616,0.0406457395927556
448,40,compassion,0.0,0.0
448,47,honesty,0.02131778903015165,0.061338178397319226
448,47,harmlessness,0.023373577230476332,0.06698917822952129
448,47,fairness,0.0,0.0
448,47,compassion,0.01078796410177029,0.0316803591508106
449,32,honesty,0.0,0.0
449,32,harmlessness,0.04326256215342473,0.11945208035853977
449,32,fairness,0.0,0.0
449,32,compassion,0.009776010312982251,0.028765605232129798
449,40,honesty,0.015745585461333953,0.04579462986750398
449,40,harmlessness,0.020920249163620838,0.060240264792576145
449,40,fairness,0.0,0.0
449,40,compassion,0.009196543339329845,0.02709133671357598
449,47,honesty,0.04378620283761618,0.1207814834464221
449,47,harmlessness,0.0,0.0
449,47,fairness,0.0,0.0
449,47,compassion,0.013000549329415408,0.038013261427525216
450,32,honesty,0.01735882201264196,0.05032915630522809
450,32,harmlessness,0.0,0.0
450,32,fairness,0.0,0.0
450,32,compassion,0.0,0.0
450,40,honesty,0.0,0.0
450,40,harmlessness,0.0,0.0
450,40,fairness,0.0,0.0
450,40,compassion,0.0001387024289883726,0.00041599188879428735
450,47,honesty,0.0,0.0
450,47,harmlessness,0.0,0.0
450,47,fairness,0.0,0.0
450,47,compassion,0.0,0.0
451,32,honesty,0.0,0.0
451,32,harmlessness,0.0,0.0
451,32,fairness,0.0,0.0
451,32,compassion,0.006349082346198757,0.018808414691243946
451,40,honesty,0.0,0.0
451,40,harmlessness,0.015411924935675236,0.04485322571145017
451,40,fairness,0.038040805030430315,0.10605368033827514
451,40,compassion,0.027398384831588532,0.07792511018118926
451,47,honesty,0.01511592287586248,0.04401705190398062
451,47,harmlessness,0.0,0.0
451,47,fairness,0.0,0.0
451,47,compassion,0.037026811830507336,0.10342168495544356
452,32,honesty,0.0389807936415762,0.10848473851416646
452,32,harmlessness,0.006591529251766299,0.019517290177064238
452,32,fairness,0.040419359159418626,0.11218887279210689
452,32,compassion,0.03859394988442181,0.10748528615862779
452,40,honesty,0.017918806299151185,0.05189656973607145
452,40,harmlessness,0.0,0.0
452,40,fairness,0.029893236683095233,0.08462054602795299
452,40,compassion,0.0352068991322139,0.09867277268650258
452,47,honesty,0.0,0.0
452,47,harmlessness,0.05094224885935609,0.13869579515318828
452,47,fairness,0.009890518709974865,0.029096006928108566
452,47,compassion,0.0,0.0
453,32,honesty,0.0,0.0
453,32,harmlessness,0.0,0.0
453,32,fairness,0.0,0.0
453,32,compassion,0.0,0.0
453,40,honesty,0.0,0.0
453,40,harmlessness,0.0,0.0
453,40,fairness,0.0007265752778989221,0.002176562960021682
453,40,compassion,0.0,0.0
453,47,honesty,0.0,0.0
453,47,harmlessness,0.008251619304395292,0.024352955281348575
453,47,fairness,0.0,0.0
453,47,compassion,0.0,0.0
454,32,honesty,0.0,0.0
454,32,harmlessness,0.05290724417182734,0.1435337791180721
454,32,fairness,0.0,0.0
454,32,compassion,0.0,0.0
454,40,honesty,0.0027730619670693953,0.008273301147698597
454,40,harmlessness,0.03014726521939741,0.08529874771754559
454,40,fairness,0.0,0.0
454,40,compassion,0.0033077215203492273,0.009857949855282001
454,47,honesty,0.03730809066484202,0.10415278863197068
454,47,harmlessness,0.006519987770943951,0.019308185051995583
454,47,fairness,0.0,0.0
454,47,compassion,0.0,0.0
455,32,honesty,0.054250055665011274,0.14682016296756134
455,32,harmlessness,0.0,0.0
455,32,fairness,0.0,0.0
455,32,compassion,0.0,0.0
455,40,honesty,0.035858588195748234,0.10037700893201647
455,40,harmlessness,0.04654119160498276,0.12773380758815922
455,40,fairness,0.04558239384818949,0.12532220897016236
455,40,compassion,0.019660339407109265,0.05674958597823763
455,47,honesty,0.041500384051569944,0.11495943107480136
455,47,harmlessness,0.0,0.0
455,47,fairness,0.005394788999553784,0.016011608499860927
455,47,compassion,0.0,0.0
456,32,honesty,0.0,0.0
456,32,harmlessness,0.0,0.0
456,32,fairness,0.0,0.0
456,32,compassion,0.0,0.0
456,40,honesty,0.0,0.0
456,40,harmlessness,0.0,0.0
456,40,fairness,0.0018613246424937914,0.0055632638472980335
456,40,compassion,0.020669667235595164,0.059547353733905295
456,47,honesty,0.0,0.0
456,47,harmlessness,0.032421106035205836,0.09134059206434435
456,47,fairness,0.05211822913994861,0.14159529532597057
456,47,compassion,0.036249935077998216,0.10139843207456693
457,32,honesty,0.025908589176993423,0.0738966515574647
457,32,harmlessness,0.0028122024471947324,0.00838942183634675
457,32,fairness,0.0,0.0
457,32,compassion,0.0,0.0
457,40,honesty,0.009755242303456667,0.02870566546616126
457,40,harmlessness,0.0,0.0
457,40,fairness,0.0,0.0
457,40,compassion,0.02670561712871183,0.07605467720553777
